Unnamed: 0,AMBROSIA,tavg,wspd,pres,BG,VS,KS,KG,NIS,PO,SU,year,month,day
3547,0.0,4.8,19.2,1008.5,0,0,0,0,0,0,1,2017,2,6
3548,0.0,1.6,16.5,1014.2,0,0,0,0,0,0,1,2017,2,7
3549,0.0,0.1,12.85,1022.9,0,0,0,0,0,0,1,2017,2,8
3550,0.0,-0.4,9.2,1029.5,0,0,0,0,0,0,1,2017,2,9
3551,0.0,0.7,6.4,1030.5,0,0,0,0,0,0,1,2017,2,10
3552,0.0,-0.4,9.8,1030.6,0,0,0,0,0,0,1,2017,2,11
3553,0.0,-1.3,10.1,1034.3,0,0,0,0,0,0,1,2017,2,12
3554,1.0,-2.7,8.25,1037.1,0,0,0,0,0,0,1,2017,2,13
3555,0.0,-2.0,6.4,1038.3,0,0,0,0,0,0,1,2017,2,14
3556,0.0,-3.0,6.2,1038.1,0,0,0,0,0,0,1,2017,2,15
3557,0.0,-1.8,6.0,1035.7,0,0,0,0,0,0,1,2017,2,16
3558,0.0,-1.4,6.266666666666667,1026.3,0,0,0,0,0,0,1,2017,2,17
3559,0.0,1.0,6.533333333333333,1024.8,0,0,0,0,0,0,1,2017,2,18
3560,1.0,0.6,6.8,1026.5,0,0,0,0,0,0,1,2017,2,19
3561,0.0,1.0,10.55,1024.1,0,0,0,0,0,0,1,2017,2,20
3562,0.0,4.2,14.3,1015.5,0,0,0,0,0,0,1,2017,2,21
3563,0.0,7.8,14.7,1014.5,0,0,0,0,0,0,1,2017,2,22
3564,0.0,10.1,15.5,1009.9,0,0,0,0,0,0,1,2017,2,23
3565,0.0,8.2,20.3,1008.7,0,0,0,0,0,0,1,2017,2,24
3566,0.0,4.8,15.6,1022.2,0,0,0,0,0,0,1,2017,2,25
3567,0.0,3.8,15.799999999999999,1022.6,0,0,0,0,0,0,1,2017,2,26
3568,0.0,8.4,16.0,1016.8,0,0,0,0,0,0,1,2017,2,27
3569,0.0,11.8,16.2,1008.2,0,0,0,0,0,0,1,2017,2,28
3570,0.0,7.2,18.9,1006.2,0,0,0,0,0,0,1,2017,3,1
3571,0.0,7.4,13.2,1015.4,0,0,0,0,0,0,1,2017,3,2
3572,0.0,9.1,11.0,1020.8,0,0,0,0,0,0,1,2017,3,3
3573,0.0,11.6,22.1,1012.9,0,0,0,0,0,0,1,2017,3,4
3574,0.0,12.5,13.4,1009.9,0,0,0,0,0,0,1,2017,3,5
3575,0.0,7.8,15.2,1006.8,0,0,0,0,0,0,1,2017,3,6
3576,0.0,6.2,14.2,1007.6,0,0,0,0,0,0,1,2017,3,7
3577,0.0,8.7,19.1,1017.7,0,0,0,0,0,0,1,2017,3,8
