Unnamed: 0,AMBROSIA,tavg,wspd,pres,BG,VS,KS,KG,NIS,PO,SU,year,month,day
4100,0.0,5.2,7.5,1025.3,0,1,0,0,0,0,0,2018,1,29
4101,0.0,8.3,16.3,1025.3,0,1,0,0,0,0,0,2018,1,30
4102,0.0,4.6,7.4,1018.9,0,1,0,0,0,0,0,2018,1,31
4103,0.0,10.2,27.7,1012.5,0,1,0,0,0,0,0,2018,2,1
4104,0.0,12.3,38.2,1007.2,0,1,0,0,0,0,0,2018,2,2
4105,0.0,5.6,14.2,1003.0,0,1,0,0,0,0,0,2018,2,3
4106,0.0,1.8,7.7,1013.9,0,1,0,0,0,0,0,2018,2,4
4107,0.0,0.3,6.8,1013.0666666666666,0,1,0,0,0,0,0,2018,2,5
4108,0.0,4.3999999999999995,31.05,1012.2333333333333,0,1,0,0,0,0,0,2018,2,6
4109,0.0,8.5,55.3,1011.4,0,1,0,0,0,0,0,2018,2,7
4110,0.0,4.5,26.4,1012.0,0,1,0,0,0,0,0,2018,2,8
4111,0.0,2.2,6.0,1017.7,0,1,0,0,0,0,0,2018,2,9
4112,0.0,2.1,8.9,1014.3,0,1,0,0,0,0,0,2018,2,10
4113,0.0,2.4,6.1,1011.0,0,1,0,0,0,0,0,2018,2,11
4114,0.0,1.9,3.4,1013.775,0,1,0,0,0,0,0,2018,2,12
4115,0.0,3.3,14.1,1016.55,0,1,0,0,0,0,0,2018,2,13
4116,0.0,1.8,7.1,1019.325,0,1,0,0,0,0,0,2018,2,14
4117,0.0,2.0,6.8,1022.1,0,1,0,0,0,0,0,2018,2,15
4118,0.0,2.7,5.6,1021.6,0,1,0,0,0,0,0,2018,2,16
4119,0.0,4.2,9.4,1021.1,0,1,0,0,0,0,0,2018,2,17
4120,0.0,4.5,17.8,1020.6,0,1,0,0,0,0,0,2018,2,18
4121,0.0,3.95,29.950000000000003,1016.45,0,1,0,0,0,0,0,2018,2,19
4122,0.0,3.4,42.1,1012.3,0,1,0,0,0,0,0,2018,2,20
4123,0.0,4.3,11.3,1012.9,0,1,0,0,0,0,0,2018,2,21
4124,0.0,3.4,10.9,1013.6,0,1,0,0,0,0,0,2018,2,22
4125,0.0,4.3,14.7,1015.4,0,1,0,0,0,0,0,2018,2,23
