Unnamed: 0,AMBROSIA,tavg,wspd,pres,BG,VS,KS,KG,NIS,PO,SU,year,month,day
5486,0.0,4.1,13.5,1029.4,0,0,0,0,0,0,1,2018,1,29
5487,4.0,4.8,17.1,1025.3,0,0,0,0,0,0,1,2018,1,30
5488,4.0,3.6,17.4,1022.9,0,0,0,0,0,0,1,2018,1,31
5489,2.0,7.4,17.7,1010.6,0,0,0,0,0,0,1,2018,2,1
5490,1.0,8.4,13.8,1006.4,0,0,0,0,0,0,1,2018,2,2
5491,3.0,2.1,15.0,1003.9,0,0,0,0,0,0,1,2018,2,3
5492,1.0,1.0,10.95,1013.7,0,0,0,0,0,0,1,2018,2,4
5493,1.0,0.3,6.9,1024.2,0,0,0,0,0,0,1,2018,2,5
5494,1.0,-1.0,8.0,1021.7,0,0,0,0,0,0,1,2018,2,6
5495,2.0,5.1,21.0,1012.8,0,0,0,0,0,0,1,2018,2,7
5496,0.0,3.2,13.4,1011.7,0,0,0,0,0,0,1,2018,2,8
5497,1.0,1.7,12.066666666666666,1017.7,0,0,0,0,0,0,1,2018,2,9
5498,1.0,1.9,10.733333333333334,1015.9,0,0,0,0,0,0,1,2018,2,10
5499,0.0,2.6,9.4,1012.3,0,0,0,0,0,0,1,2018,2,11
5500,0.0,1.3,7.3,1013.3,0,0,0,0,0,0,1,2018,2,12
5501,0.0,0.8,9.2,1013.3,0,0,0,0,0,0,1,2018,2,13
5502,0.0,0.8,9.55,1012.6,0,0,0,0,0,0,1,2018,2,14
5503,1.0,1.7,9.9,1022.9,0,0,0,0,0,0,1,2018,2,15
5504,1.0,1.9,9.55,1027.6,0,0,0,0,0,0,1,2018,2,16
5505,1.0,3.3,9.2,1025.7,0,0,0,0,0,0,1,2018,2,17
5506,1.0,1.9,16.5,1022.9,0,0,0,0,0,0,1,2018,2,18
5507,0.0,1.8,15.5,1022.6,0,0,0,0,0,0,1,2018,2,19
5508,1.0,0.7,13.25,1014.7,0,0,0,0,0,0,1,2018,2,20
5509,1.0,1.8,11.0,1014.6,0,0,0,0,0,0,1,2018,2,21
5510,2.0,0.6,18.0,1015.2,0,0,0,0,0,0,1,2018,2,22
5511,0.0,1.5,15.5,1016.9,0,0,0,0,0,0,1,2018,2,23
5512,0.0,-0.8,21.5,1018.4,0,0,0,0,0,0,1,2018,2,24
5513,1.0,-5.3,27.2,1022.4,0,0,0,0,0,0,1,2018,2,25
5514,4.0,-5.7,23.3,1016.5,0,0,0,0,0,0,1,2018,2,26
5515,1.0,-6.3,11.4,1011.9,0,0,0,0,0,0,1,2018,2,27
5516,0.0,-8.5,13.1,1019.7,0,0,0,0,0,0,1,2018,2,28
5517,0.0,-10.8,8.9,1020.8,0,0,0,0,0,0,1,2018,3,1
5518,0.0,-2.9,13.7,1003.3,0,0,0,0,0,0,1,2018,3,2
5519,0.0,-1.8,10.8,1002.4,0,0,0,0,0,0,1,2018,3,3
5520,0.0,-3.6,10.7,1009.6,0,0,0,0,0,0,1,2018,3,4
5521,0.0,-2.4,11.7,1007.2,0,0,0,0,0,0,1,2018,3,5
5522,0.0,3.1,9.9,997.5,0,0,0,0,0,0,1,2018,3,6
5523,1.0,3.8,10.1,1000.2,0,0,0,0,0,0,1,2018,3,7
5524,0.0,1.9,11.05,1008.1,0,0,0,0,0,0,1,2018,3,8
5525,0.0,5.3,12.0,1014.9,0,0,0,0,0,0,1,2018,3,9
5526,0.0,9.0,15.9,1013.2,0,0,0,0,0,0,1,2018,3,10
5527,0.0,12.8,14.7,1009.9,0,0,0,0,0,0,1,2018,3,11
5528,0.0,13.5,22.2,1003.3,0,0,0,0,0,0,1,2018,3,12
5529,0.0,10.3,16.2,1004.9,0,0,0,0,0,0,1,2018,3,13
5530,0.0,8.6,13.4,1009.5,0,0,0,0,0,0,1,2018,3,14
5531,0.0,7.6,10.8,1010.3,0,0,0,0,0,0,1,2018,3,15
5532,0.0,8.8,14.4,1004.3,0,0,0,0,0,0,1,2018,3,16
5533,0.0,5.5,21.0,1000.5,0,0,0,0,0,0,1,2018,3,17
5534,0.0,-1.4,20.3,1004.7,0,0,0,0,0,0,1,2018,3,18
5535,0.0,-1.9,15.2,1007.8,0,0,0,0,0,0,1,2018,3,19
5536,0.0,-0.8,11.0,1011.0,0,0,0,0,0,0,1,2018,3,20
5537,0.0,0.6,14.3,1020.7,0,0,0,0,0,0,1,2018,3,21
5538,0.0,0.1,12.8,1020.5,0,0,0,0,0,0,1,2018,3,22
5539,0.0,-0.3,9.55,1006.6,0,0,0,0,0,0,1,2018,3,23
5540,0.0,1.3,6.3,1008.3,0,0,0,0,0,0,1,2018,3,24
5541,0.0,4.1,6.4,1010.55,0,0,0,0,0,0,1,2018,3,25
5542,0.0,4.4,6.5,1012.8,0,0,0,0,0,0,1,2018,3,26
5543,0.0,5.6,9.2,1013.1,0,0,0,0,0,0,1,2018,3,27
5544,0.0,6.4,8.3,1012.7,0,0,0,0,0,0,1,2018,3,28
5545,0.0,7.4,11.0,1010.1,0,0,0,0,0,0,1,2018,3,29
5546,0.0,12.9,8.7,1011.0,0,0,0,0,0,0,1,2018,3,30
5547,0.0,14.5,19.5,1002.5,0,0,0,0,0,0,1,2018,3,31
5548,0.0,10.1,28.1,999.7,0,0,0,0,0,0,1,2018,4,1
5549,0.0,9.7,22.2,1014.0,0,0,0,0,0,0,1,2018,4,2
5550,0.0,12.9,18.8,1016.4,0,0,0,0,0,0,1,2018,4,3
5551,0.0,13.8,10.5,1015.2,0,0,0,0,0,0,1,2018,4,4
5552,0.0,14.1,13.1,1012.5,0,0,0,0,0,0,1,2018,4,5
5553,0.0,12.0,18.3,1017.9,0,0,0,0,0,0,1,2018,4,6
5554,0.0,10.1,9.0,1022.9,0,0,0,0,0,0,1,2018,4,7
5555,0.0,16.2,20.6,1019.4,0,0,0,0,0,0,1,2018,4,8
5556,0.0,17.6,21.9,1012.9,0,0,0,0,0,0,1,2018,4,9
5557,0.0,15.9,11.1,1011.2,0,0,0,0,0,0,1,2018,4,10
5558,0.0,14.1,10.8,1010.6,0,0,0,0,0,0,1,2018,4,11
5559,0.0,18.5,11.2,1009.0,0,0,0,0,0,0,1,2018,4,12
5560,0.0,17.4,11.6,1012.6,0,0,0,0,0,0,1,2018,4,13
5561,0.0,17.2,8.9,1020.9,0,0,0,0,0,0,1,2018,4,14
5562,0.0,18.6,13.1,1017.1,0,0,0,0,0,0,1,2018,4,15
5563,0.0,16.9,18.3,1013.1,0,0,0,0,0,0,1,2018,4,16
5564,0.0,14.9,9.0,1019.3,0,0,0,0,0,0,1,2018,4,17
5565,0.0,16.1,19.7,1026.8,0,0,0,0,0,0,1,2018,4,18
5566,0.0,16.9,12.5,1027.0,0,0,0,0,0,0,1,2018,4,19
5567,0.0,15.9,18.6,1023.7,0,0,0,0,0,0,1,2018,4,20
5568,0.0,15.6,6.2,1021.0,0,0,0,0,0,0,1,2018,4,21
5569,0.0,18.3,7.1,1015.8,0,0,0,0,0,0,1,2018,4,22
5570,0.0,20.4,6.0,1014.0,0,0,0,0,0,0,1,2018,4,23
5571,0.0,18.9,11.7,1015.3,0,0,0,0,0,0,1,2018,4,24
5572,0.0,19.7,8.3,1014.4,0,0,0,0,0,0,1,2018,4,25
5573,0.0,18.6,16.8,1012.6,0,0,0,0,0,0,1,2018,4,26
5574,0.0,15.5,9.6,1018.6,0,0,0,0,0,0,1,2018,4,27
5575,0.0,19.9,11.3,1015.9,0,0,0,0,0,0,1,2018,4,28
5576,0.0,22.9,19.8,1013.0,0,0,0,0,0,0,1,2018,4,29
5577,0.0,21.9,14.4,1009.7,0,0,0,0,0,0,1,2018,4,30
5578,0.0,21.0,5.7,1012.0,0,0,0,0,0,0,1,2018,5,1
5579,0.0,23.1,12.8,1010.4,0,0,0,0,0,0,1,2018,5,2
5580,0.0,21.6,10.1,1008.7,0,0,0,0,0,0,1,2018,5,3
5581,0.0,23.2,6.9,1011.4,0,0,0,0,0,0,1,2018,5,4
5582,0.0,22.4,17.3,1013.9,0,0,0,0,0,0,1,2018,5,5
5583,0.0,20.8,22.4,1014.7,0,0,0,0,0,0,1,2018,5,6
5584,0.0,18.9,20.4,1014.9,0,0,0,0,0,0,1,2018,5,7
5585,0.0,17.8,11.8,1009.3,0,0,0,0,0,0,1,2018,5,8
5586,0.0,19.6,6.5,1006.0,0,0,0,0,0,0,1,2018,5,9
5587,0.0,18.8,11.9,1009.2,0,0,0,0,0,0,1,2018,5,10
5588,0.0,20.0,6.2,1015.4,0,0,0,0,0,0,1,2018,5,11
5589,0.0,20.6,11.0,1014.0,0,0,0,0,0,0,1,2018,5,12
5590,0.0,19.1,9.2,1010.8,0,0,0,0,0,0,1,2018,5,13
5591,0.0,17.3,11.0,1010.7,0,0,0,0,0,0,1,2018,5,14
5592,0.0,17.8,14.0,1010.5,0,0,0,0,0,0,1,2018,5,15
5593,0.0,16.0,13.4,1011.5,0,0,0,0,0,0,1,2018,5,16
5594,0.0,16.6,14.6,1013.6,0,0,0,0,0,0,1,2018,5,17
5595,0.0,17.1,11.7,1014.8,0,0,0,0,0,0,1,2018,5,18
5596,0.0,17.3,12.2,1015.8,0,0,0,0,0,0,1,2018,5,19
5597,0.0,18.4,14.1,1018.7,0,0,0,0,0,0,1,2018,5,20
5598,0.0,17.9,14.3,1017.0,0,0,0,0,0,0,1,2018,5,21
5599,0.0,20.2,15.0,1016.2,0,0,0,0,0,0,1,2018,5,22
5600,0.0,22.5,13.7,1017.1,0,0,0,0,0,0,1,2018,5,23
5601,0.0,20.7,7.2,1016.5,0,0,0,0,0,0,1,2018,5,24
5602,0.0,19.4,7.4,1016.2,0,0,0,0,0,0,1,2018,5,25
5603,0.0,19.6,6.3,1020.4,0,0,0,0,0,0,1,2018,5,26
5604,0.0,22.4,5.4,1020.0,0,0,0,0,0,0,1,2018,5,27
5605,1.0,23.1,8.0,1019.7,0,0,0,0,0,0,1,2018,5,28
5606,0.0,22.6,12.5,1019.1,0,0,0,0,0,0,1,2018,5,29
5607,1.0,22.3,9.5,1017.4,0,0,0,0,0,0,1,2018,5,30
5608,0.0,23.2,4.7,1015.9,0,0,0,0,0,0,1,2018,5,31
5609,0.0,24.3,4.2,1015.3,0,0,0,0,0,0,1,2018,6,1
5610,0.0,21.4,5.9,1015.3,0,0,0,0,0,0,1,2018,6,2
5611,0.0,21.3,8.0,1014.3,0,0,0,0,0,0,1,2018,6,3
5612,0.0,21.7,5.7,1010.7,0,0,0,0,0,0,1,2018,6,4
5613,0.0,22.7,4.0,1008.1,0,0,0,0,0,0,1,2018,6,5
5614,0.0,21.3,4.7,1012.3,0,0,0,0,0,0,1,2018,6,6
5615,0.0,21.1,8.4,1016.5,0,0,0,0,0,0,1,2018,6,7
5616,0.0,24.9,10.1,1013.9,0,0,0,0,0,0,1,2018,6,8
5617,0.0,20.1,12.8,1010.4,0,0,0,0,0,0,1,2018,6,9
5618,0.0,21.9,2.1,1010.4,0,0,0,0,0,0,1,2018,6,10
5619,0.0,23.9,3.0,1010.0,0,0,0,0,0,0,1,2018,6,11
5620,0.0,26.1,10.1,1006.4,0,0,0,0,0,0,1,2018,6,12
5621,0.0,19.3,12.2,1005.3,0,0,0,0,0,0,1,2018,6,13
5622,0.0,18.7,9.5,1006.9,0,0,0,0,0,0,1,2018,6,14
5623,0.0,19.8,15.2,1009.4,0,0,0,0,0,0,1,2018,6,15
5624,0.0,20.6,10.5,1010.3,0,0,0,0,0,0,1,2018,6,16
5625,0.0,22.2,9.9,1011.3,0,0,0,0,0,0,1,2018,6,17
5626,0.0,22.3,13.2,1013.3,0,0,0,0,0,0,1,2018,6,18
5627,0.0,23.0,10.4,1017.3,0,0,0,0,0,0,1,2018,6,19
5628,0.0,24.5,3.6,1019.6,0,0,0,0,0,0,1,2018,6,20
5629,0.0,25.2,7.5,1015.1,0,0,0,0,0,0,1,2018,6,21
5630,1.0,17.1,18.3,1014.1,0,0,0,0,0,0,1,2018,6,22
5631,0.0,14.9,17.1,1019.3,0,0,0,0,0,0,1,2018,6,23
5632,0.0,16.5,14.4,1018.7333333333333,0,0,0,0,0,0,1,2018,6,24
5633,0.0,17.4,11.7,1018.1666666666666,0,0,0,0,0,0,1,2018,6,25
5634,1.0,19.2,9.0,1017.6,0,0,0,0,0,0,1,2018,6,26
5635,3.0,17.6,17.9,1013.7,0,0,0,0,0,0,1,2018,6,27
5636,0.0,20.3,10.7,1007.7,0,0,0,0,0,0,1,2018,6,28
5637,1.0,21.8,15.0,1004.2,0,0,0,0,0,0,1,2018,6,29
5638,1.0,21.6,18.0,1007.0,0,0,0,0,0,0,1,2018,6,30
5639,1.0,16.3,9.3,1015.4,0,0,0,0,0,0,1,2018,7,1
5640,0.0,17.3,5.9,1017.0,0,0,0,0,0,0,1,2018,7,2
5641,1.0,20.6,4.4,1016.4,0,0,0,0,0,0,1,2018,7,3
5642,1.0,22.0,5.4,1015.7,0,0,0,0,0,0,1,2018,7,4
5643,0.0,22.4,6.9,1013.7,0,0,0,0,0,0,1,2018,7,5
5644,1.0,22.4,6.2,1011.5,0,0,0,0,0,0,1,2018,7,6
5645,0.0,21.4,12.0,1013.3,0,0,0,0,0,0,1,2018,7,7
5646,1.0,20.1,12.6,1014.4,0,0,0,0,0,0,1,2018,7,8
5647,2.0,18.8,7.6,1014.5,0,0,0,0,0,0,1,2018,7,9
5648,5.0,21.2,7.7,1013.2,0,0,0,0,0,0,1,2018,7,10
5649,2.0,22.2,7.8,1012.6,0,0,0,0,0,0,1,2018,7,11
5650,2.0,21.4,6.9,1015.7,0,0,0,0,0,0,1,2018,7,12
5651,3.0,21.9,10.1,1016.5,0,0,0,0,0,0,1,2018,7,13
5652,6.0,22.8,13.8,1015.8,0,0,0,0,0,0,1,2018,7,14
5653,1.0,22.4,9.6,1013.3,0,0,0,0,0,0,1,2018,7,15
5654,0.0,22.8,10.1,1011.3,0,0,0,0,0,0,1,2018,7,16
5655,0.0,21.8,11.4,1007.8,0,0,0,0,0,0,1,2018,7,17
5656,0.0,22.3,24.5,1007.8,0,0,0,0,0,0,1,2018,7,18
5657,0.0,22.1,15.6,1009.9,0,0,0,0,0,0,1,2018,7,19
5658,0.0,23.0,12.3,1011.6,0,0,0,0,0,0,1,2018,7,20
5659,0.0,24.7,7.5,1011.5,0,0,0,0,0,0,1,2018,7,21
5660,0.0,21.8,5.9,1010.1,0,0,0,0,0,0,1,2018,7,22
5661,5.0,20.8,9.8,1008.7,0,0,0,0,0,0,1,2018,7,23
5662,10.0,23.6,17.6,1009.0,0,0,0,0,0,0,1,2018,7,24
5663,13.0,24.6,14.9,1009.2,0,0,0,0,0,0,1,2018,7,25
5664,17.0,24.7,13.4,1010.2,0,0,0,0,0,0,1,2018,7,26
5665,15.0,23.6,10.1,1010.8,0,0,0,0,0,0,1,2018,7,27
5666,19.0,23.7,7.8,1010.1,0,0,0,0,0,0,1,2018,7,28
5667,12.0,26.1,8.5,1011.1,0,0,0,0,0,0,1,2018,7,29
5668,27.0,26.3,14.6,1012.0,0,0,0,0,0,0,1,2018,7,30
5669,27.0,26.0,10.8,1012.9,0,0,0,0,0,0,1,2018,7,31
5670,26.0,24.3,9.9,1014.8,0,0,0,0,0,0,1,2018,8,1
5671,43.0,24.6,6.2,1017.4,0,0,0,0,0,0,1,2018,8,2
5672,40.0,25.3,8.0,1017.1,0,0,0,0,0,0,1,2018,8,3
5673,63.0,24.2,6.8,1016.4,0,0,0,0,0,0,1,2018,8,4
5674,125.0,25.7,4.4,1015.7,0,0,0,0,0,0,1,2018,8,5
5675,75.0,25.6,8.7,1015.8,0,0,0,0,0,0,1,2018,8,6
5676,76.0,25.5,6.3,1015.6,0,0,0,0,0,0,1,2018,8,7
5677,104.0,26.3,6.6,1015.7,0,0,0,0,0,0,1,2018,8,8
5678,191.0,27.9,12.6,1017.1,0,0,0,0,0,0,1,2018,8,9
5679,184.0,27.2,14.7,1019.2,0,0,0,0,0,0,1,2018,8,10
5680,192.0,24.7,6.9,1019.5,0,0,0,0,0,0,1,2018,8,11
5681,168.0,25.2,6.8,1018.3,0,0,0,0,0,0,1,2018,8,12
5682,175.0,26.3,11.1,1013.2,0,0,0,0,0,0,1,2018,8,13
5683,275.0,24.9,10.7,1011.2,0,0,0,0,0,0,1,2018,8,14
5684,235.0,23.3,8.6,1014.4,0,0,0,0,0,0,1,2018,8,15
5685,178.0,24.1,12.2,1015.7,0,0,0,0,0,0,1,2018,8,16
5686,439.0,25.5,6.2,1015.0,0,0,0,0,0,0,1,2018,8,17
5687,460.0,25.7,6.2,1016.6,0,0,0,0,0,0,1,2018,8,18
5688,301.0,26.1,9.2,1017.6,0,0,0,0,0,0,1,2018,8,19
5689,333.0,25.6,7.7,1015.7,0,0,0,0,0,0,1,2018,8,20
5690,467.0,26.3,5.9,1015.4,0,0,0,0,0,0,1,2018,8,21
5691,851.0,27.2,8.9,1016.5,0,0,0,0,0,0,1,2018,8,22
5692,613.0,25.6,11.6,1015.2,0,0,0,0,0,0,1,2018,8,23
5693,788.0,26.7,11.9,1010.8,0,0,0,0,0,0,1,2018,8,24
5694,565.0,24.6,10.5,1008.9,0,0,0,0,0,0,1,2018,8,25
5695,305.0,18.0,17.3,1009.4,0,0,0,0,0,0,1,2018,8,26
5696,230.0,17.9,13.4,1014.6,0,0,0,0,0,0,1,2018,8,27
5697,266.0,19.9,7.1,1018.2,0,0,0,0,0,0,1,2018,8,28
5698,586.0,20.8,5.1,1017.3,0,0,0,0,0,0,1,2018,8,29
5699,574.0,22.0,5.0,1016.0,0,0,0,0,0,0,1,2018,8,30
5700,503.0,23.2,8.0,1016.9,0,0,0,0,0,0,1,2018,8,31
5701,1034.0,26.1,13.8,1015.6,0,0,0,0,0,0,1,2018,9,1
5702,1270.0,25.1,13.7,1016.6,0,0,0,0,0,0,1,2018,9,2
5703,513.0,22.3,10.4,1013.6,0,0,0,0,0,0,1,2018,9,3
5704,300.0,20.2,7.2,1011.3,0,0,0,0,0,0,1,2018,9,4
5705,272.0,19.5,8.1,1013.0,0,0,0,0,0,0,1,2018,9,5
5706,385.0,20.6,6.2,1011.6,0,0,0,0,0,0,1,2018,9,6
5707,343.0,20.8,8.4,1011.5,0,0,0,0,0,0,1,2018,9,7
5708,354.0,21.3,9.5,1016.4,0,0,0,0,0,0,1,2018,9,8
5709,291.0,20.3,9.6,1020.1,0,0,0,0,0,0,1,2018,9,9
5710,301.0,19.3,8.0,1021.6,0,0,0,0,0,0,1,2018,9,10
5711,278.0,20.8,8.7,1022.6,0,0,0,0,0,0,1,2018,9,11
5712,269.0,22.6,5.1,1022.2,0,0,0,0,0,0,1,2018,9,12
5713,477.0,22.2,5.4,1017.2,0,0,0,0,0,0,1,2018,9,13
5714,334.0,21.8,6.3,1015.3,0,0,0,0,0,0,1,2018,9,14
5715,168.0,22.1,16.9,1018.7,0,0,0,0,0,0,1,2018,9,15
5716,213.0,19.7,8.8,1024.2,0,0,0,0,0,0,1,2018,9,16
5717,181.0,18.5,5.4,1023.8,0,0,0,0,0,0,1,2018,9,17
5718,176.0,22.8,4.6,1021.8,0,0,0,0,0,0,1,2018,9,18
5719,145.0,22.7,10.8,1020.4,0,0,0,0,0,0,1,2018,9,19
5720,122.0,21.8,9.1,1020.0,0,0,0,0,0,0,1,2018,9,20
5721,121.0,21.2,9.4,1017.0,0,0,0,0,0,0,1,2018,9,21
5722,130.0,16.8,18.6,1018.8,0,0,0,0,0,0,1,2018,9,22
5723,54.0,16.3,7.8,1020.4,0,0,0,0,0,0,1,2018,9,23
5724,29.0,13.4,21.4,1019.4,0,0,0,0,0,0,1,2018,9,24
5725,27.0,10.1,19.1,1032.0,0,0,0,0,0,0,1,2018,9,25
5726,19.0,8.7,9.1,1038.0,0,0,0,0,0,0,1,2018,9,26
5727,14.0,10.7,5.4,1032.4,0,0,0,0,0,0,1,2018,9,27
5728,32.0,13.2,4.8,1022.1,0,0,0,0,0,0,1,2018,9,28
5729,45.0,12.1,18.8,1020.7,0,0,0,0,0,0,1,2018,9,29
5730,24.0,10.5,11.6,1022.7,0,0,0,0,0,0,1,2018,9,30
5731,16.0,14.4,10.7,1012.9,0,0,0,0,0,0,1,2018,10,1
5732,9.0,10.0,14.7,1017.6,0,0,0,0,0,0,1,2018,10,2
5733,12.0,11.5,12.3,1022.6,0,0,0,0,0,0,1,2018,10,3
5734,17.0,11.8,11.1,1028.1,0,0,0,0,0,0,1,2018,10,4
5735,10.0,12.1,6.8,1028.7,0,0,0,0,0,0,1,2018,10,5
5736,30.0,16.7,15.9,1021.6,0,0,0,0,0,0,1,2018,10,6
5737,8.0,17.4,11.7,1015.3,0,0,0,0,0,0,1,2018,10,7
5738,12.0,16.8,5.4,1018.8,0,0,0,0,0,0,1,2018,10,8
5739,11.0,15.3,5.4,1023.2,0,0,0,0,0,0,1,2018,10,9
5740,12.0,15.4,3.5,1025.2,0,0,0,0,0,0,1,2018,10,10
5741,20.0,15.2,9.2,1024.6,0,0,0,0,0,0,1,2018,10,11
5742,6.0,14.3,4.4,1027.6,0,0,0,0,0,0,1,2018,10,12
5743,11.0,14.3,4.4,1028.2,0,0,0,0,0,0,1,2018,10,13
5744,11.0,13.9,8.3,1025.5,0,0,0,0,0,0,1,2018,10,14
5745,9.0,13.6,7.5,1023.6,0,0,0,0,0,0,1,2018,10,15
5746,17.0,14.3,8.3,1023.1,0,0,0,0,0,0,1,2018,10,16
5747,5.0,13.6,6.1,1021.6,0,0,0,0,0,0,1,2018,10,17
5748,16.0,14.6,5.9,1018.9,0,0,0,0,0,0,1,2018,10,18
5749,6.0,14.7,8.0,1019.6,0,0,0,0,0,0,1,2018,10,19
5750,6.0,13.8,8.1,1022.3,0,0,0,0,0,0,1,2018,10,20
5751,6.0,10.0,15.3,1022.4,0,0,0,0,0,0,1,2018,10,21
5752,6.0,10.0,3.5,1024.8,0,0,0,0,0,0,1,2018,10,22
5753,11.0,12.4,13.0,1020.6,0,0,0,0,0,0,1,2018,10,23
5754,8.0,10.6,26.6,1009.4,0,0,0,0,0,0,1,2018,10,24
5755,4.0,9.2,16.4,1016.0,0,0,0,0,0,0,1,2018,10,25
5756,6.0,13.4,13.1,1013.9,0,0,0,0,0,0,1,2018,10,26
5757,17.0,18.8,17.3,1008.8,0,0,0,0,0,0,1,2018,10,27
5758,9.0,18.8,24.8,1009.4,0,0,0,0,0,0,1,2018,10,28
5759,11.0,20.3,26.9,1009.8,0,0,0,0,0,0,1,2018,10,29
5760,4.0,17.2,20.4,1012.0,0,0,0,0,0,0,1,2018,10,30
5761,5.0,12.3,6.3,1023.9,0,0,0,0,0,0,1,2018,10,31
5762,3.0,16.1,11.3,1022.7,0,0,0,0,0,0,1,2018,11,1
5763,6.0,17.6,13.1,1022.8,0,0,0,0,0,0,1,2018,11,2
5764,4.0,16.8,8.3,1023.8,0,0,0,0,0,0,1,2018,11,3
5765,4.0,14.1,10.4,1022.2,0,0,0,0,0,0,1,2018,11,4
