Unnamed: 0,AMBROSIA,tavg,wspd,pres,BG,VS,KS,KG,NIS,PO,SU,year,month,day
2182,0.0,11.3,32.2,1006.4,0,1,0,0,0,0,0,2017,2,6
2183,0.0,4.2,11.5,1013.4,0,1,0,0,0,0,0,2017,2,7
2184,0.0,2.7,4.9,1022.2,0,1,0,0,0,0,0,2017,2,8
2185,0.0,2.5,11.5,1028.2,0,1,0,0,0,0,0,2017,2,9
2186,0.0,2.0,21.9,,0,1,0,0,0,0,0,2017,2,10
2187,0.0,1.2,13.2,,0,1,0,0,0,0,0,2017,2,11
2188,0.0,-1.3,16.0,,0,1,0,0,0,0,0,2017,2,12
2189,0.0,-2.1,10.5,,0,1,0,0,0,0,0,2017,2,13
2190,0.0,-2.9,5.9,1037.5,0,1,0,0,0,0,0,2017,2,14
2191,0.0,0.2,6.4,,0,1,0,0,0,0,0,2017,2,15
2192,0.0,-0.9,5.6,,0,1,0,0,0,0,0,2017,2,16
2193,0.0,-1.6,4.3,,0,1,0,0,0,0,0,2017,2,17
2194,0.0,-0.5,4.9,,0,1,0,0,0,0,0,2017,2,18
2195,0.0,0.0,3.7,,0,1,0,0,0,0,0,2017,2,19
2196,0.0,0.3,3.9,,0,1,0,0,0,0,0,2017,2,20
2197,0.0,4.8,11.4,,0,1,0,0,0,0,0,2017,2,21
2198,0.0,8.4,9.5,,0,1,0,0,0,0,0,2017,2,22
2199,0.0,12.2,11.2,1011.5,0,1,0,0,0,0,0,2017,2,23
2200,0.0,11.1,18.8,1009.5,0,1,0,0,0,0,0,2017,2,24
2201,0.0,4.2,11.2,1022.1,0,1,0,0,0,0,0,2017,2,25
2202,0.0,,,,0,1,0,0,0,0,0,2017,2,26
2203,0.0,12.0,10.3,1016.1,0,1,0,0,0,0,0,2017,2,27
2204,0.0,16.4,31.5,,0,1,0,0,0,0,0,2017,2,28
2205,0.0,11.2,24.1,,0,1,0,0,0,0,0,2017,3,1
2206,0.0,6.8,4.2,,0,1,0,0,0,0,0,2017,3,2
2207,0.0,8.7,7.4,,0,1,0,0,0,0,0,2017,3,3
2208,0.0,15.1,42.1,1013.5,0,1,0,0,0,0,0,2017,3,4
2209,0.0,16.1,32.5,1010.5,0,1,0,0,0,0,0,2017,3,5
2210,0.0,10.0,9.6,1007.4,0,1,0,0,0,0,0,2017,3,6
2211,0.0,9.6,13.2,1005.4,0,1,0,0,0,0,0,2017,3,7
2212,0.0,8.1,10.5,1015.3,0,1,0,0,0,0,0,2017,3,8
2213,0.0,7.6,8.5,,0,1,0,0,0,0,0,2017,3,9
2214,0.0,5.7,14.7,,0,1,0,0,0,0,0,2017,3,10
2215,0.0,6.6,15.3,1015.2,0,1,0,0,0,0,0,2017,3,11
2216,0.0,3.6,4.8,1015.1,0,1,0,0,0,0,0,2017,3,12
2217,0.0,5.9,4.9,1020.2,0,1,0,0,0,0,0,2017,3,13
2218,0.0,5.5,5.9,,0,1,0,0,0,0,0,2017,3,14
2219,0.0,5.9,7.0,,0,1,0,0,0,0,0,2017,3,15
2220,0.0,7.9,7.2,1021.1,0,1,0,0,0,0,0,2017,3,16
2221,0.0,7.0,7.8,,0,1,0,0,0,0,0,2017,3,17
2222,0.0,12.4,17.3,1008.0,0,1,0,0,0,0,0,2017,3,18
2223,0.0,8.9,9.4,,0,1,0,0,0,0,0,2017,3,19
2224,0.0,11.3,9.2,1011.9,0,1,0,0,0,0,0,2017,3,20
