Unnamed: 0,AMBROSIA,tavg,wspd,pres,BG,VS,KS,KG,NIS,PO,SU,year,month,day
5766,0.0,7.8,11.3,1007.3,1,0,0,0,0,0,0,2019,2,11
5767,0.0,3.6,10.5,1025.9,1,0,0,0,0,0,0,2019,2,12
5768,0.0,1.9,6.3,1033.8,1,0,0,0,0,0,0,2019,2,13
5769,0.0,4.2,7.2,1032.4,1,0,0,0,0,0,0,2019,2,14
5770,0.0,5.3,4.6,1031.8,1,0,0,0,0,0,0,2019,2,15
5771,0.0,4.3,4.9,1033.0,1,0,0,0,0,0,0,2019,2,16
5772,0.0,6.2,3.6,1029.4,1,0,0,0,0,0,0,2019,2,17
5773,0.0,7.6,4.6,1025.1,1,0,0,0,0,0,0,2019,2,18
5774,0.0,9.3,4.2,1020.4,1,0,0,0,0,0,0,2019,2,19
5775,0.0,7.9,5.5,1022.7,1,0,0,0,0,0,0,2019,2,20
5776,0.0,7.5,5.3,1027.0,1,0,0,0,0,0,0,2019,2,21
5777,0.0,5.3,9.7,1022.4,1,0,0,0,0,0,0,2019,2,22
5778,0.0,-1.6,11.1,1036.7,1,0,0,0,0,0,0,2019,2,23
5779,0.0,-1.4,5.4,1039.1,1,0,0,0,0,0,0,2019,2,24
5780,0.0,1.6,5.1,1036.0,1,0,0,0,0,0,0,2019,2,25
5781,0.0,6.1,6.8,1025.7,1,0,0,0,0,0,0,2019,2,26
5782,0.0,7.2,7.0,1023.5,1,0,0,0,0,0,0,2019,2,27
5783,0.0,10.9,8.3,1015.6,1,0,0,0,0,0,0,2019,2,28
5784,0.0,12.4,5.6,1010.7,1,0,0,0,0,0,0,2019,3,1
5785,0.0,9.1,6.9,1014.8,1,0,0,0,0,0,0,2019,3,2
5786,0.0,8.8,5.3,1019.2,1,0,0,0,0,0,0,2019,3,3
5787,0.0,14.4,7.8,1010.5,1,0,0,0,0,0,0,2019,3,4
5788,0.0,11.1,6.8,1012.1,1,0,0,0,0,0,0,2019,3,5
