Unnamed: 0,AMBROSIA,tavg,wspd,pres,BG,VS,KS,KG,NIS,PO,SU,year,month,day
1630,0.0,6.9,14.3,1019.2,0,0,0,0,0,0,1,2016,2,1
1631,0.0,8.7,9.9,1021.9,0,0,0,0,0,0,1,2016,2,2
1632,0.0,8.3,15.75,1015.5,0,0,0,0,0,0,1,2016,2,3
1633,0.0,4.1,21.6,1019.0,0,0,0,0,0,0,1,2016,2,4
1634,0.0,2.2,11.3,1025.0,0,0,0,0,0,0,1,2016,2,5
1635,0.0,2.6,14.7,1028.8,0,0,0,0,0,0,1,2016,2,6
1636,0.0,4.2,18.2,1021.4,0,0,0,0,0,0,1,2016,2,7
1637,0.0,7.1,18.5,1017.5,0,0,0,0,0,0,1,2016,2,8
1638,0.0,10.2,16.8,1012.1,0,0,0,0,0,0,1,2016,2,9
1639,0.0,7.4,27.3,995.9,0,0,0,0,0,0,1,2016,2,10
1640,0.0,4.6,21.5,1007.5,0,0,0,0,0,0,1,2016,2,11
1641,0.0,4.5,15.7,1008.6,0,0,0,0,0,0,1,2016,2,12
1642,0.0,6.4,18.5,996.8,0,0,0,0,0,0,1,2016,2,13
1643,0.0,9.6,17.9,997.8,0,0,0,0,0,0,1,2016,2,14
1644,0.0,8.9,12.4,1005.5,0,0,0,0,0,0,1,2016,2,15
1645,0.0,5.9,11.0,1025.9,0,0,0,0,0,0,1,2016,2,16
1646,0.0,7.8,16.7,1024.6,0,0,0,0,0,0,1,2016,2,17
1647,0.0,8.7,14.9,1017.5,0,0,0,0,0,0,1,2016,2,18
1648,0.0,5.8,19.1,1015.7,0,0,0,0,0,0,1,2016,2,19
1649,0.0,3.8,13.4,1023.5,0,0,0,0,0,0,1,2016,2,20
1650,0.0,6.4,12.8,1018.1,0,0,0,0,0,0,1,2016,2,21
1651,0.0,9.9,16.2,1014.1,0,0,0,0,0,0,1,2016,2,22
1652,0.0,9.9,11.3,1010.1,0,0,0,0,0,0,1,2016,2,23
1653,0.0,5.3,17.1,1014.5,0,0,0,0,0,0,1,2016,2,24
1654,0.0,3.0,10.0,1014.5,0,0,0,0,0,0,1,2016,2,25
1655,0.0,3.3,9.55,1012.9,0,0,0,0,0,0,1,2016,2,26
