Unnamed: 0,AMBROSIA,tavg,wspd,pres,BG,VS,KS,KG,NIS,PO,SU,year,month,day
3820,0.0,8.6,9.0,1012.2,1,0,0,0,0,0,0,2018,1,30
3821,0.0,7.9,9.0,1012.2,1,0,0,0,0,0,0,2018,1,31
3822,0.0,10.4,9.0,1012.2,1,0,0,0,0,0,0,2018,2,1
3823,0.0,12.4,13.8,1006.8,1,0,0,0,0,0,0,2018,2,2
3824,0.0,3.7,8.0,1003.7,1,0,0,0,0,0,0,2018,2,3
3825,0.0,2.4,7.9,1015.1,1,0,0,0,0,0,0,2018,2,4
3826,0.0,2.7,9.5,1024.2,1,0,0,0,0,0,0,2018,2,5
3827,0.0,3.2,11.100000000000001,1020.4,1,0,0,0,0,0,0,2018,2,6
3828,0.0,6.3,12.700000000000001,1016.6,1,0,0,0,0,0,0,2018,2,7
3829,0.0,3.7,14.3,1012.8,1,0,0,0,0,0,0,2018,2,8
3830,0.0,2.9,7.9,1017.9,1,0,0,0,0,0,0,2018,2,9
3831,0.0,1.8,6.3,1014.7,1,0,0,0,0,0,0,2018,2,10
3832,0.0,2.5,5.6,1011.8,1,0,0,0,0,0,0,2018,2,11
3833,0.0,3.9,6.7,1012.6,1,0,0,0,0,0,0,2018,2,12
3834,0.0,2.1,5.3,1011.7,1,0,0,0,0,0,0,2018,2,13
3835,0.0,1.3,9.5,1013.3,1,0,0,0,0,0,0,2018,2,14
3836,0.0,2.3,5.5,1022.7,1,0,0,0,0,0,0,2018,2,15
3837,0.0,4.5,5.7,1026.8,1,0,0,0,0,0,0,2018,2,16
3838,0.0,5.4,5.9,1024.7,1,0,0,0,0,0,0,2018,2,17
3839,0.0,3.6,6.2,1021.6,1,0,0,0,0,0,0,2018,2,18
3840,0.0,1.2,8.3,1018.5666666666667,1,0,0,0,0,0,0,2018,2,19
3841,0.0,1.6,10.4,1015.5333333333333,1,0,0,0,0,0,0,2018,2,20
3842,0.0,2.3,12.5,1012.5,1,0,0,0,0,0,0,2018,2,21
3843,0.0,2.6,12.7,1013.2,1,0,0,0,0,0,0,2018,2,22
3844,0.0,2.8,14.9,1015.0,1,0,0,0,0,0,0,2018,2,23
3845,0.0,0.0,7.8,1017.0,1,0,0,0,0,0,0,2018,2,24
3846,0.0,-3.8,10.0,1020.6,1,0,0,0,0,0,0,2018,2,25
3847,0.0,-6.3,13.8,1014.3,1,0,0,0,0,0,0,2018,2,26
3848,0.0,-6.6,11.7,1010.5,1,0,0,0,0,0,0,2018,2,27
3849,0.0,-6.8,10.55,1014.75,1,0,0,0,0,0,0,2018,2,28
