Unnamed: 0,AMBROSIA,tavg,wspd,pres,BG,VS,KS,KG,NIS,PO,SU,year,month,day
9634,0.0,2.7,8.6,1002.8,0,1,0,0,0,0,0,2021,2,1
9635,0.0,3.2,4.4,1012.5,0,1,0,0,0,0,0,2021,2,2
9636,0.0,9.6,16.0,1013.6,0,1,0,0,0,0,0,2021,2,3
9637,0.0,11.1,10.0,1015.1,0,1,0,0,0,0,0,2021,2,4
9638,0.0,8.6,11.7,1017.2,0,1,0,0,0,0,0,2021,2,5
9639,0.0,9.5,5.2,1013.2,0,1,0,0,0,0,0,2021,2,6
9640,0.0,10.6,46.5,1004.6,0,1,0,0,0,0,0,2021,2,7
9641,0.0,9.3,40.4,996.8,0,1,0,0,0,0,0,2021,2,8
9642,0.0,10.4,25.1,1002.7,0,1,0,0,0,0,0,2021,2,9
9643,0.0,11.1,19.0,1004.2,0,1,0,0,0,0,0,2021,2,10
9644,0.0,2.2,21.3,1011.4,0,1,0,0,0,0,0,2021,2,11
9645,0.0,-6.6,16.7,1027.7,0,1,0,0,0,0,0,2021,2,12
9646,0.0,-8.0,9.0,1032.7,0,1,0,0,0,0,0,2021,2,13
9647,0.0,-4.2,12.0,1033.9,0,1,0,0,0,0,0,2021,2,14
9648,0.0,-2.4,5.4,1034.6,0,1,0,0,0,0,0,2021,2,15
9649,0.0,-1.9,4.5,1028.1,0,1,0,0,0,0,0,2021,2,16
9650,0.0,3.7,15.6,1020.1,0,1,0,0,0,0,0,2021,2,17
9651,0.0,4.8,4.9,1021.8,0,1,0,0,0,0,0,2021,2,18
9652,0.0,4.9,23.3,1024.3,0,1,0,0,0,0,0,2021,2,19
9653,0.0,5.2,8.4,1025.9,0,1,0,0,0,0,0,2021,2,20
9654,0.0,6.3,11.7,1029.4,0,1,0,0,0,0,0,2021,2,21
9655,0.0,6.4,5.8,1029.3,0,1,0,0,0,0,0,2021,2,22
9656,0.0,6.4,4.3,1032.7,0,1,0,0,0,0,0,2021,2,23
9657,0.0,4.6,4.6,1036.5,0,1,0,0,0,0,0,2021,2,24
9658,0.0,7.0,3.9,1033.7,0,1,0,0,0,0,0,2021,2,25
9659,0.0,8.9,3.7,1026.7,0,1,0,0,0,0,0,2021,2,26
9660,0.0,6.0,13.1,1026.4,0,1,0,0,0,0,0,2021,2,27
9661,0.0,3.6,9.6,1032.8,0,1,0,0,0,0,0,2021,2,28
9662,0.0,2.2,4.8,1031.3,0,1,0,0,0,0,0,2021,3,1
9663,0.0,3.0,7.4,1034.9,0,1,0,0,0,0,0,2021,3,2
9664,0.0,4.5,4.1,1031.2,0,1,0,0,0,0,0,2021,3,3
9665,0.0,7.7,9.9,1019.9,0,1,0,0,0,0,0,2021,3,4
9666,0.0,8.0,12.5,1016.1,0,1,0,0,0,0,0,2021,3,5
9667,0.0,2.5,18.3,1029.4,0,1,0,0,0,0,0,2021,3,6
9668,0.0,-0.1,4.6,1026.1,0,1,0,0,0,0,0,2021,3,7
9669,0.0,1.5,3.7,1017.6,0,1,0,0,0,0,0,2021,3,8
9670,0.0,2.1,6.9,1019.4,0,1,0,0,0,0,0,2021,3,9
9671,0.0,3.1,11.4,1018.3,0,1,0,0,0,0,0,2021,3,10
9672,0.0,1.5,14.7,1020.8,0,1,0,0,0,0,0,2021,3,11
9673,0.0,7.9,25.8,1015.1,0,1,0,0,0,0,0,2021,3,12
9674,0.0,9.1,12.0,1014.1,0,1,0,0,0,0,0,2021,3,13
9675,0.0,11.9,22.8,1007.1,0,1,0,0,0,0,0,2021,3,14
9676,0.0,6.2,16.0,1001.3,0,1,0,0,0,0,0,2021,3,15
9677,0.0,5.4,21.6,1005.9,0,1,0,0,0,0,0,2021,3,16
9678,0.0,5.2,22.6,1009.9,0,1,0,0,0,0,0,2021,3,17
9679,0.0,2.8,13.5,1014.3,0,1,0,0,0,0,0,2021,3,18
9680,0.0,2.8,4.5,1016.0,0,1,0,0,0,0,0,2021,3,19
9681,0.0,3.1,9.5,1019.5,0,1,0,0,0,0,0,2021,3,20
9682,0.0,4.2,4.4,1015.7,0,1,0,0,0,0,0,2021,3,21
9683,0.0,3.1,11.2,1009.9,0,1,0,0,0,0,0,2021,3,22
9684,0.0,4.1,13.3,1016.7,0,1,0,0,0,0,0,2021,3,23
9685,0.0,5.2,20.4,1018.5,0,1,0,0,0,0,0,2021,3,24
9686,0.0,3.4,7.1,1022.0,0,1,0,0,0,0,0,2021,3,25
9687,0.0,4.9,5.7,1024.8,0,1,0,0,0,0,0,2021,3,26
9688,0.0,10.1,7.3,1024.6,0,1,0,0,0,0,0,2021,3,27
9689,0.0,8.9,7.199999999999999,1028.9,0,1,0,0,0,0,0,2021,3,28
9690,0.0,7.7,7.1,1033.2,0,1,0,0,0,0,0,2021,3,29
9691,0.0,10.3,7.1,1030.4,0,1,0,0,0,0,0,2021,3,30
9692,0.0,11.8,9.8,1026.2,0,1,0,0,0,0,0,2021,3,31
9693,0.0,11.9,3.9,1018.4,0,1,0,0,0,0,0,2021,4,1
9694,0.0,15.3,9.7,1011.7,0,1,0,0,0,0,0,2021,4,2
