Unnamed: 0,AMBROSIA,tavg,wspd,pres,BG,VS,KS,KG,NIS,PO,SU,year,month,day
8567,0.0,10.2,8.5,1015.4,0,0,0,0,1,0,0,2020,2,3
8568,0.0,10.2,12.9,1006.5,0,0,0,0,1,0,0,2020,2,4
8569,0.0,2.0,24.4,1001.9,0,0,0,0,1,0,0,2020,2,5
8570,0.0,-1.7,20.5,1021.6,0,0,0,0,1,0,0,2020,2,6
8571,0.0,1.4,7.8,1025.7,0,0,0,0,1,0,0,2020,2,7
8572,0.0,2.6,7.7,1030.7,0,0,0,0,1,0,0,2020,2,8
8573,0.0,1.8,5.0,1031.9,0,0,0,0,1,0,0,2020,2,9
8574,0.0,6.2,8.4,1021.0,0,0,0,0,1,0,0,2020,2,10
8575,0.0,6.8,9.3,1012.8,0,0,0,0,1,0,0,2020,2,11
8576,0.0,5.1,4.2,1020.3,0,0,0,0,1,0,0,2020,2,12
8577,0.0,4.7,7.2,1024.7,0,0,0,0,1,0,0,2020,2,13
8578,0.0,5.8,9.6,1018.7,0,0,0,0,1,0,0,2020,2,14
8579,0.0,7.2,15.3,1027.2,0,0,0,0,1,0,0,2020,2,15
8580,0.0,5.0,5.0,1031.3,0,0,0,0,1,0,0,2020,2,16
8581,0.0,7.6,5.4,1026.0,0,0,0,0,1,0,0,2020,2,17
8582,0.0,8.4,8.7,1022.9,0,0,0,0,1,0,0,2020,2,18
8583,0.0,6.5,7.2,1021.2,0,0,0,0,1,0,0,2020,2,19
8584,0.0,4.4,16.9,1020.9,0,0,0,0,1,0,0,2020,2,20
8585,0.0,5.6,6.4,1024.6,0,0,0,0,1,0,0,2020,2,21
8586,0.0,3.8,13.9,1030.5,0,0,0,0,1,0,0,2020,2,22
8587,0.0,4.3,4.9,1026.0,0,0,0,0,1,0,0,2020,2,23
8588,0.0,6.8,9.0,1019.8,0,0,0,0,1,0,0,2020,2,24
8589,0.0,10.1,9.0,1014.4,0,0,0,0,1,0,0,2020,2,25
8590,0.0,14.4,11.9,1002.4,0,0,0,0,1,0,0,2020,2,26
8591,0.0,3.7,14.5,1007.2,0,0,0,0,1,0,0,2020,2,27
8592,0.0,1.9,7.1,1012.9,0,0,0,0,1,0,0,2020,2,28
8593,0.0,4.9,10.8,1020.6,0,0,0,0,1,0,0,2020,2,29
8594,0.0,9.3,10.7,1015.7,0,0,0,0,1,0,0,2020,3,1
8595,0.0,14.9,10.5,1008.2,0,0,0,0,1,0,0,2020,3,2
8596,0.0,16.3,11.7,1004.9,0,0,0,0,1,0,0,2020,3,3
8597,0.0,7.9,15.9,1007.4,0,0,0,0,1,0,0,2020,3,4
8598,0.0,5.9,7.5,1011.8,0,0,0,0,1,0,0,2020,3,5
8599,0.0,7.6,7.3,1007.5,0,0,0,0,1,0,0,2020,3,6
8600,0.0,10.8,8.8,1009.6,0,0,0,0,1,0,0,2020,3,7
8601,0.0,5.3,14.8,1018.3,0,0,0,0,1,0,0,2020,3,8
8602,0.0,5.4,8.8,1015.3,0,0,0,0,1,0,0,2020,3,9
8603,0.0,5.2,8.3,1015.6,0,0,0,0,1,0,0,2020,3,10
8604,0.0,9.3,3.7,1019.3,0,0,0,0,1,0,0,2020,3,11
8605,0.0,12.6,5.3,1020.1,0,0,0,0,1,0,0,2020,3,12
8606,0.0,13.6,12.4,1014.2,0,0,0,0,1,0,0,2020,3,13
8607,0.0,9.2,10.2,1019.5,0,0,0,0,1,0,0,2020,3,14
8608,0.0,5.2,9.8,1024.1,0,0,0,0,1,0,0,2020,3,15
8609,0.0,6.7,10.0,1031.1,0,0,0,0,1,0,0,2020,3,16
8610,0.0,8.5,7.6,1029.0,0,0,0,0,1,0,0,2020,3,17
8611,0.0,10.4,11.4,1028.2,0,0,0,0,1,0,0,2020,3,18
8612,0.0,9.2,6.9,1026.8,0,0,0,0,1,0,0,2020,3,19
8613,0.0,11.9,5.0,1022.0,0,0,0,0,1,0,0,2020,3,20
8614,0.0,14.0,6.9,1014.9,0,0,0,0,1,0,0,2020,3,21
8615,0.0,6.1,22.6,1020.7,0,0,0,0,1,0,0,2020,3,22
8616,0.0,1.3,15.7,1023.8,0,0,0,0,1,0,0,2020,3,23
8617,0.0,-0.4,15.3,1021.2,0,0,0,0,1,0,0,2020,3,24
8618,0.0,3.8,21.8,1023.3,0,0,0,0,1,0,0,2020,3,25
8619,0.0,7.1,19.8,1020.3,0,0,0,0,1,0,0,2020,3,26
8620,0.0,9.4,15.7,1017.1,0,0,0,0,1,0,0,2020,3,27
8621,0.0,9.0,5.7,1014.3,0,0,0,0,1,0,0,2020,3,28
8622,0.0,10.0,10.3,1014.8,0,0,0,0,1,0,0,2020,3,29
8623,0.0,7.8,14.9,1015.3,0,0,0,0,1,0,0,2020,3,30
8624,0.0,3.1,17.1,1021.5,0,0,0,0,1,0,0,2020,3,31
8625,0.0,0.6,13.3,1019.6,0,0,0,0,1,0,0,2020,4,1
8626,0.0,3.4,10.3,1017.7,0,0,0,0,1,0,0,2020,4,2
8627,0.0,7.7,5.7,1015.0,0,0,0,0,1,0,0,2020,4,3
8628,0.0,10.9,12.7,1017.3,0,0,0,0,1,0,0,2020,4,4
8629,0.0,11.7,12.2,1022.4,0,0,0,0,1,0,0,2020,4,5
8630,0.0,10.6,13.0,1029.4,0,0,0,0,1,0,0,2020,4,6
8631,0.0,11.4,12.3,1031.8,0,0,0,0,1,0,0,2020,4,7
8632,0.0,10.4,7.8,1028.2,0,0,0,0,1,0,0,2020,4,8
8633,0.0,11.8,7.8,1022.2,0,0,0,0,1,0,0,2020,4,9
8634,0.0,13.5,10.3,1020.0,0,0,0,0,1,0,0,2020,4,10
8635,0.0,13.9,7.9,1021.6,0,0,0,0,1,0,0,2020,4,11
8636,0.0,14.9,5.2,1021.8,0,0,0,0,1,0,0,2020,4,12
8637,0.0,16.7,7.4,1016.2,0,0,0,0,1,0,0,2020,4,13
8638,0.0,10.2,13.7,1014.5,0,0,0,0,1,0,0,2020,4,14
8639,0.0,6.7,13.4,1023.8,0,0,0,0,1,0,0,2020,4,15
8640,0.0,10.4,4.7,1023.4,0,0,0,0,1,0,0,2020,4,16
8641,0.0,15.2,7.0,1016.3,0,0,0,0,1,0,0,2020,4,17
8642,0.0,17.0,6.2,1015.3,0,0,0,0,1,0,0,2020,4,18
8643,0.0,18.0,5.2,1012.1,0,0,0,0,1,0,0,2020,4,19
8644,0.0,13.0,16.4,1015.8,0,0,0,0,1,0,0,2020,4,20
8645,0.0,8.6,19.2,1018.0,0,0,0,0,1,0,0,2020,4,21
8646,0.0,11.7,11.2,1020.3,0,0,0,0,1,0,0,2020,4,22
8647,0.0,12.3,8.5,1019.2,0,0,0,0,1,0,0,2020,4,23
8648,0.0,11.6,4.1,1014.8,0,0,0,0,1,0,0,2020,4,24
8649,0.0,14.5,4.6,1008.1,0,0,0,0,1,0,0,2020,4,25
8650,0.0,15.8,8.8,1009.7,0,0,0,0,1,0,0,2020,4,26
8651,0.0,15.4,5.8,1013.3,0,0,0,0,1,0,0,2020,4,27
8652,0.0,17.3,5.3,1011.9,0,0,0,0,1,0,0,2020,4,28
8653,0.0,16.2,6.4,1009.9,0,0,0,0,1,0,0,2020,4,29
8654,0.0,15.5,8.6,1009.9,0,0,0,0,1,0,0,2020,4,30
8655,0.0,14.4,6.0,1010.2,0,0,0,0,1,0,0,2020,5,1
8656,0.0,12.6,5.7,1008.4,0,0,0,0,1,0,0,2020,5,2
8657,0.0,12.3,15.8,1010.7,0,0,0,0,1,0,0,2020,5,3
8658,0.0,12.3,16.1,1015.7,0,0,0,0,1,0,0,2020,5,4
8659,0.0,14.3,4.5,1015.2,0,0,0,0,1,0,0,2020,5,5
8660,0.0,10.8,11.8,1015.5,0,0,0,0,1,0,0,2020,5,6
8661,0.0,11.4,10.3,1018.8,0,0,0,0,1,0,0,2020,5,7
8662,0.0,13.3,7.7,1020.6,0,0,0,0,1,0,0,2020,5,8
8663,0.0,16.9,5.4,1016.3,0,0,0,0,1,0,0,2020,5,9
8664,0.0,19.6,5.4,1013.0,0,0,0,0,1,0,0,2020,5,10
8665,0.0,22.2,7.9,1009.1,0,0,0,0,1,0,0,2020,5,11
